OBJECTID_1,MPA_ID,name_shape,Country,Site_link,status_shape,date_est,Year_est,country,rgn_key,Subbasin,HELCOM_ID,BHI_ID,Area_km2
119,173,"Küstenbereiche Flensburger Förde von Flensburg bis Geltinger Birk, Flengurger Förde",Germany,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:173,Designated and managed,21.05.2008,2008,Germany,DEU,Kiel Bay,SEA-004,8,2079.47971
120,304,Vitrupe-Tuja,Latvia,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:304,Designated,16.01.2013,2013,Latvia,LVA,Gulf of Riga,SEA-011,27,7993.91788
121,309,Nida-Perkone,Latvia,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:309,Designated,16.01.2013,2013,Latvia,LVA,Eastern Gotland Basin,SEA-009,24,20977.58487
122,307,Irbes saurums,Latvia,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:307,Designated,16.01.2013,2013,Estonia,EST,Eastern Gotland Basin,SEA-009,25,5414.05646
122,307,Irbes saurums,Latvia,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:307,Designated,16.01.2013,2013,Estonia,EST,Gulf of Riga,SEA-011,28,10774.55332
122,307,Irbes saurums,Latvia,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:307,Designated,16.01.2013,2013,Latvia,LVA,Eastern Gotland Basin,SEA-009,24,20977.58487
122,307,Irbes saurums,Latvia,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:307,Designated,16.01.2013,2013,Latvia,LVA,Gulf of Riga,SEA-011,27,7993.91788
123,308,Akmensrags,Latvia,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:308,Designated,16.01.2013,2013,Latvia,LVA,Eastern Gotland Basin,SEA-009,24,20977.58487
124,303,Ainazi-Salacgriva,Latvia,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:303,Designated,16.01.2013,2013,Estonia,EST,Gulf of Riga,SEA-011,28,10774.55332
124,303,Ainazi-Salacgriva,Latvia,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:303,Designated,16.01.2013,2013,Latvia,LVA,Gulf of Riga,SEA-011,27,7993.91788
125,305,Selga uz rietumiem no Tujas,Latvia,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:305,Designated,16.01.2013,2013,Latvia,LVA,Gulf of Riga,SEA-011,27,7993.91788
126,306,Rigas lica rietumu piekraste,Latvia,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:306,Designated,16.01.2013,2013,Latvia,LVA,Gulf of Riga,SEA-011,27,7993.91788
127,122,Curonian Spit National Park,Lithuania,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:122,Designated and managed,23.04.1991,1991,Lithuania,LTU,Eastern Gotland Basin,SEA-009,23,6139.73941
127,122,Curonian Spit National Park,Lithuania,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:122,Designated and managed,23.04.1991,1991,Russia,RUS,Eastern Gotland Basin,SEA-009,22,9466.30104
128,311,Baltic Sea Biosphere Polygon,Lithuania,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:311,Designated,23.05.2013,2013,Lithuania,LTU,Eastern Gotland Basin,SEA-009,23,6139.73941
128,311,Baltic Sea Biosphere Polygon,Lithuania,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:311,Designated,23.05.2013,2013,Russia,RUS,Eastern Gotland Basin,SEA-009,22,9466.30104
129,310,Kursiu Marios Biosphere Polygon,Lithuania,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:310,Designated and managed,17.09.2009,2009,Lithuania,LTU,Eastern Gotland Basin,SEA-009,23,6139.73941
129,310,Kursiu Marios Biosphere Polygon,Lithuania,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:310,Designated and managed,17.09.2009,2009,Russia,RUS,Eastern Gotland Basin,SEA-009,22,9466.30104
130,125,The state Baltic sea marine reserve,Lithuania,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:125,Designated,25.05.2005,2005,Lithuania,LTU,Eastern Gotland Basin,SEA-009,23,6139.73941
131,123,Pajuris Regional Park,Lithuania,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:123,Designated and managed,24.09.1992,1992,Lithuania,LTU,Eastern Gotland Basin,SEA-009,23,6139.73941
132,532,Klaipėdos–Ventspilio plynaukštė,Lithuania,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:532,Designated,14/09/2015,2015,Latvia,LVA,Eastern Gotland Basin,SEA-009,24,20977.58487
132,532,Klaipėdos–Ventspilio plynaukštė,Lithuania,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:532,Designated,14/09/2015,2015,Lithuania,LTU,Eastern Gotland Basin,SEA-009,23,6139.73941
133,533,Sambijos plynaukštė,Lithuania,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:533,Designated,03/10/2016,2016,Lithuania,LTU,Eastern Gotland Basin,SEA-009,23,6139.73941
133,533,Sambijos plynaukštė,Lithuania,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:533,Designated,03/10/2016,2016,Russia,RUS,Eastern Gotland Basin,SEA-009,22,9466.30104
134,124,Nemunas Delta Regional Park,Lithuania,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:124,Designated and managed,24.09.1992,1992,Lithuania,LTU,Eastern Gotland Basin,SEA-009,23,6139.73941
134,124,Nemunas Delta Regional Park,Lithuania,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:124,Designated and managed,24.09.1992,1992,Russia,RUS,Eastern Gotland Basin,SEA-009,22,9466.30104
135,170,Zatoka Pomorska,Poland,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:170,Designated,31.12.2009,2009,Germany,DEU,Bornholm Basin,SEA-007,16,2566.81091
135,170,Zatoka Pomorska,Poland,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:170,Designated,31.12.2009,2009,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
136,87,Lawica Slupska,Poland,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:87,Designated,31.12.2009,2009,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
137,179,Przybrzezne Wody Baltyku,Poland,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:179,Designated,31.12.2009,2009,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
137,179,Przybrzezne Wody Baltyku,Poland,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:179,Designated,31.12.2009,2009,Poland,POL,Eastern Gotland Basin,SEA-009,21,11013.8982
137,179,Przybrzezne Wody Baltyku,Poland,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:179,Designated,31.12.2009,2009,Poland,POL,Gdansk Basin,SEA-008,18,3682.83573
138,84,Zatoka Pucka,Poland,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:84,Designated,13.07.2005,2005,Poland,POL,Gdansk Basin,SEA-008,18,3682.83573
139,302,Ujscie Wisly,Poland,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:302,Designated,31.12.2009,2009,Poland,POL,Gdansk Basin,SEA-008,18,3682.83573
140,86,Wolin i Uznam,Poland,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:86,Designated and partly managed,14.07.2005,2005,Germany,DEU,Bornholm Basin,SEA-007,16,2566.81091
140,86,Wolin i Uznam,Poland,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:86,Designated and partly managed,14.07.2005,2005,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
141,83,Zalew Wislany i Mierzeja Wislana,Poland,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:83,Designated,13.07.2005,2005,Poland,POL,Gdansk Basin,SEA-008,18,3682.83573
141,83,Zalew Wislany i Mierzeja Wislana,Poland,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:83,Designated,13.07.2005,2005,Russia,RUS,Gdansk Basin,SEA-008,19,2138.41462
142,85,Ostoja Slowinska,Poland,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:85,Designated and partly managed,13.07.2005,2005,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
142,85,Ostoja Slowinska,Poland,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:85,Designated and partly managed,13.07.2005,2005,Poland,POL,Eastern Gotland Basin,SEA-009,21,11013.8982
143,301,Ujscie Odry i Zalew Szczecinski,Poland,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:301,Designated and partly managed,31.12.2009,2009,Germany,DEU,Bornholm Basin,SEA-007,16,2566.81091
143,301,Ujscie Odry i Zalew Szczecinski,Poland,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:301,Designated and partly managed,31.12.2009,2009,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
144,164,Vistula Spit Landscape Park (northern part),Russia,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:164,Designated,01.01.1994,1994,Russia,RUS,Gdansk Basin,SEA-008,19,2138.41462
145,197,Lebyazhy Nature Reserve,Russia,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:197,Designated and managed,03.12.2009,2009,Russia,RUS,Gulf of Finland,SEA-013,33,11571.59858
146,294,Vyborgskii,Russia,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:294,Designated and managed,03.12.2009,2009,Russia,RUS,Gulf of Finland,SEA-013,33,11571.59858
147,166,Kurgalsky Peninsula,Russia,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:166,Designated and managed,03.12.2009,2009,Estonia,EST,Gulf of Finland,SEA-013,34,8426.04463
147,166,Kurgalsky Peninsula,Russia,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:166,Designated and managed,03.12.2009,2009,Russia,RUS,Gulf of Finland,SEA-013,33,11571.59858
148,196,Berezovye Islands,Russia,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:196,Designated and managed,03.12.2009,2009,Russia,RUS,Gulf of Finland,SEA-013,33,11571.59858
149,163,Curonian Spit State National Park (southern part),Russia,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:163,Designated and managed,01.01.1994,1994,Russia,RUS,Eastern Gotland Basin,SEA-009,22,9466.30104
150,112,Kullaberg-Skälderviken,Sweden,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:112,Designated and managed,30.09.2008,2008,Sweden,SWE,Kattegat,SEA-001,1,6739.5362
150,112,Kullaberg-Skälderviken,Sweden,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:112,Designated and managed,30.09.2008,2008,Sweden,SWE,The Sound,SEA-003,5,612.66514
151,111,Falsterbo Peninsula with Måkläppen,Sweden,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:111,Designated and managed,30.09.2008,2008,Sweden,SWE,Arkona Basin,SEA-006,11,4226.44762
152,192,Värnanäs Archipelago,Sweden,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:192,Designated and managed,06.10.2008,2008,Sweden,SWE,Western Gotland Basin,SEA-010,26,27456.05692
153,101,Haparanda Archipelago,Sweden,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:101,Designated and partly managed,24.09.2008,2008,Finland,FIN,Bothnian Bay,SEA-017,42,14930.90472
153,101,Haparanda Archipelago,Sweden,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:101,Designated and partly managed,24.09.2008,2008,Sweden,SWE,Bothnian Bay,SEA-017,41,17335.82956
154,296,Stora Middelgrund och Röde Bank,Sweden,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:296,Designated,09.11.2009,2009,Denmark,DNK,Kattegat,SEA-001,2,15300.69996
154,296,Stora Middelgrund och Röde Bank,Sweden,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:296,Designated,09.11.2009,2009,Sweden,SWE,Kattegat,SEA-001,1,6739.5362
155,189,Kronören,Sweden,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:189,Designated and managed,25.09.2008,2008,Sweden,SWE,Bothian Sea,SEA-015,37,31735.90809
156,298,Vänta Litets Grund,Sweden,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:298,Designated and managed,16.05.2011,2011,Sweden,SWE,Bothian Sea,SEA-015,37,31735.90809
157,116,Northern Midsjöbanken,Sweden,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:116,Designated,09.11.2009,2009,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
157,116,Northern Midsjöbanken,Sweden,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:116,Designated,09.11.2009,2009,Sweden,SWE,Eastern Gotland Basin,SEA-009,20,21941.00756
157,116,Northern Midsjöbanken,Sweden,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:116,Designated,09.11.2009,2009,Sweden,SWE,Western Gotland Basin,SEA-010,26,27456.05692
158,105,Gräsö/Singö Archipelago,Sweden,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:105,Designated and managed,16.09.2008,2008,Sweden,SWE,Aland Sea,SEA-014,35,2703.05659
158,105,Gräsö/Singö Archipelago,Sweden,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:105,Designated and managed,16.09.2008,2008,Sweden,SWE,Bothian Sea,SEA-015,37,31735.90809
159,107,Fifång-Askö-Hartsö,Sweden,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:107,Designated and managed,16.09.2008,2008,Sweden,SWE,Northern Baltic Proper,SEA-012,29,17728.40167
160,108,St. Anna/Missjö Archipelago,Sweden,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:108,Designated and managed,16.09.2008,2008,Sweden,SWE,Western Gotland Basin,SEA-010,26,27456.05692
161,115,Hoburgs Bank,Sweden,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:115,Designated and managed,16.09.2008,2008,Sweden,SWE,Eastern Gotland Basin,SEA-009,20,21941.00756
161,115,Hoburgs Bank,Sweden,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:115,Designated and managed,16.09.2008,2008,Sweden,SWE,Western Gotland Basin,SEA-010,26,27456.05692
162,297,Finngrundet-Östra Banken,Sweden,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:297,Designated and managed,16.05.2011,2011,Sweden,SWE,Bothian Sea,SEA-015,37,31735.90809
163,106,Stora Nassa-Sv. Högarna,Sweden,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:106,Designated and partly managed,16.09.2008,2008,Sweden,SWE,Northern Baltic Proper,SEA-012,29,17728.40167
164,194,Hallands Väderö,Sweden,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:194,Designated and managed,30.09.2008,2008,Sweden,SWE,Kattegat,SEA-001,1,6739.5362
165,202,Torhamns Archipelago,Sweden,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:202,Designated,25.09.2008,2008,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
166,300,Kvädöfjärden med Torrö,Sweden,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:300,Designated and managed,16.05.2011,2011,Sweden,SWE,Western Gotland Basin,SEA-010,26,27456.05692
167,103,Holmö Islands,Sweden,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:103,Designated and managed,25.09.2008,2008,Sweden,SWE,The Quark,SEA-016,39,3215.71496
168,299,Marakallen,Sweden,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:299,Designated and managed,16.05.2011,2011,Sweden,SWE,Bothnian Bay,SEA-017,41,17335.82956
169,113,Kungsbackafjorden,Sweden,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:113,Designated and managed,30.09.2008,2008,Sweden,SWE,Kattegat,SEA-001,1,6739.5362
170,109,Kopparstenarna/Gotska Sandön/Salvorev Area,Sweden,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:109,Designated and managed,16.09.2008,2008,Sweden,SWE,Eastern Gotland Basin,SEA-009,20,21941.00756
170,109,Kopparstenarna/Gotska Sandön/Salvorev Area,Sweden,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:109,Designated and managed,16.09.2008,2008,Sweden,SWE,Northern Baltic Proper,SEA-012,29,17728.40167
170,109,Kopparstenarna/Gotska Sandön/Salvorev Area,Sweden,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:109,Designated and managed,16.09.2008,2008,Sweden,SWE,Western Gotland Basin,SEA-010,26,27456.05692
171,104,High Coast,Sweden,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:104,Designated and managed,30.09.2008,2008,Sweden,SWE,Bothian Sea,SEA-015,37,31735.90809
172,193,Lundåkrabukten,Sweden,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:193,Designated and partly managed,30.09.2008,2008,Sweden,SWE,The Sound,SEA-003,5,612.66514
173,295,Morups Bank,Sweden,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:295,Designated,09.11.2009,2009,Sweden,SWE,Kattegat,SEA-001,1,6739.5362
174,119,Lilla Middelgrund,Sweden,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:119,Designated and managed,30.09.2008,2008,Sweden,SWE,Kattegat,SEA-001,1,6739.5362
175,118,Fladen,Sweden,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:118,Designated and managed,30.09.2008,2008,Sweden,SWE,Kattegat,SEA-001,1,6739.5362
176,191,Bullerö-Bytta,Sweden,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:191,Designated and managed,16.09.2008,2008,Sweden,SWE,Northern Baltic Proper,SEA-012,29,17728.40167
177,190,Axmar,Sweden,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:190,Designated and managed,16.09.2008,2008,Sweden,SWE,Bothian Sea,SEA-015,37,31735.90809
