region_id,year,coastal_pop
1,2005,267782.93759803433
1,2006,269185.3121564531
1,2007,271383.9701264607
1,2008,273415.55065015407
1,2009,275635.417731882
1,2010,278075.96714745776
1,2011,280220.3670407939
1,2012,282092.339630619
1,2013,283934.67468794534
1,2014,286454.83755236806
1,2015,289586.2622731406
1,2016,292748.3191381125
1,2017,297104.4291669424
1,2018,300771.3758557529
1,2019,304296.4520654521
2,2005,935116.0948863954
2,2006,937890.3011761308
2,2007,941281.592968585
2,2008,946262.7130250729
2,2009,953288.0137072839
2,2010,959111.780957338
2,2011,965634.9327310661
2,2012,970621.779190363
2,2013,976397.5144499221
2,2014,982512.9024810782
2,2015,989884.3403846729
2,2016,999526.7753276667
2,2017,1007736.6023648235
2,2018,1014388.7581526854
2,2019,1019602.3563290259
3,2005,1151151.4858924476
3,2006,1154564.7246674558
3,2007,1158735.485916542
3,2008,1164214.2001152637
3,2009,1169311.0465558388
3,2010,1170366.7874394124
3,2011,1171365.9952377474
3,2012,1171859.4511037082
3,2013,1172204.114133262
3,2014,1173756.5822551535
3,2015,1177880.7518435214
3,2016,1185739.7012855252
3,2017,1192513.8571753572
3,2018,1196930.9221390104
3,2019,1200161.4877750813
4,2005,166474.07098454356
4,2006,166720.78341411788
4,2007,166797.79866544722
4,2008,166981.61277531506
4,2009,166798.8732278396
4,2010,166667.57300924405
4,2011,164791.65667032424
4,2012,164917.11102488587
4,2013,165167.9836780611
4,2014,165722.38257840503
4,2015,166599.56478565955
4,2016,168238.14256086524
4,2017,169603.87041058156
4,2018,170068.51305585259
4,2019,170474.0305958224
5,2005,123699.13031477286
5,2006,124539.2913015713
5,2007,126027.54413423823
5,2008,127472.87385338696
5,2009,128959.61730184226
5,2010,130528.99953588429
5,2011,131746.22356605047
5,2012,132628.835983801
5,2013,133524.1838308371
5,2014,134601.78982142752
5,2015,136133.7204597185
5,2016,137719.98892962813
5,2017,139902.74717267122
5,2018,141887.77608399082
5,2019,143565.8339812702
6,2005,436315.63003271265
6,2006,437610.046385683
6,2007,439192.3885388561
6,2008,441627.77118969546
6,2009,446044.518482866
6,2010,450870.74064659415
6,2011,456000.17814697366
6,2012,460079.3635874828
6,2013,464769.5413479522
6,2014,469421.615942223
6,2015,474444.79390869645
6,2016,480092.9174672594
6,2017,484984.6126771318
6,2018,489078.0197219262
6,2019,492540.30953503546
7,2005,24412.511541868196
7,2006,24484.93607122668
7,2007,24573.4704793904
7,2008,24673.10510798124
7,2009,24728.056210180785
7,2010,24707.34039740638
7,2011,24683.222132824554
7,2012,24627.33761464244
7,2013,24580.727035900036
7,2014,24591.777476725914
7,2015,24704.811141195554
7,2016,24916.154585764645
7,2017,25068.331501116154
7,2018,25142.733787984685
7,2019,25194.342658762776
8,2005,479951.9465507504
8,2006,480662.85827746027
8,2007,480884.10622295656
8,2008,481413.3028042472
8,2009,480885.12423497566
8,2010,480506.25409518025
8,2011,475095.01120736264
8,2012,475456.7448115022
8,2013,476180.3816884515
8,2014,477779.3392332041
8,2015,480308.9294321341
8,2016,485034.2018877112
8,2017,488972.55105248163
8,2018,490312.0852010196
8,2019,491481.27200501895
9,2005,21222.79182163658
9,2006,21285.753418468557
9,2007,21362.719989904188
9,2008,21449.33643562232
9,2009,21497.107669661487
9,2010,21479.09856882919
9,2011,21458.13157788926
9,2012,21409.548887271896
9,2013,21369.028410399224
9,2014,21378.635009244357
9,2015,21476.899783262455
9,2016,21660.629258178014
9,2017,21792.922856443187
9,2018,21857.603798531283
9,2019,21902.46949450012
10,2005,485842.0448290987
10,2006,484200.43633197923
10,2007,482162.6772399304
10,2008,480173.65024769877
10,2009,477515.00862953044
10,2010,475268.55280360795
10,2011,467096.9127106137
10,2012,466010.6729987969
10,2013,465294.1475376943
10,2014,465402.61535231024
10,2015,466946.5309146896
10,2016,471143.75704429974
10,2017,472632.4589258399
10,2018,473299.94001535716
10,2019,473592.81554469635
11,2005,161245.74779846394
11,2006,162340.92434693826
11,2007,164280.90921430074
11,2008,166164.94243900038
11,2009,168102.95977607145
11,2010,170148.699396599
11,2011,171735.38960600432
11,2012,172885.90294392547
11,2013,174053.01731868065
11,2014,175457.71097612754
11,2015,177454.63125129868
11,2016,179522.38261696172
11,2017,182367.6773596743
11,2018,184955.22563420792
11,2019,187142.62743571936
12,2005,465424.2972793797
12,2006,466805.07023363526
12,2007,468492.9778720596
12,2008,470792.69532221195
12,2009,473939.906133757
12,2010,476721.5317664772
12,2011,479660.81683002773
12,2012,481699.5254499918
12,2013,484187.2160477798
12,2014,487120.94935499533
12,2015,491111.63404178235
12,2016,496284.54227205
12,2017,500513.4608647004
12,2018,503621.3395204829
12,2019,506157.8914441188
13,2005,208347.31735780393
13,2006,206846.55050535686
13,2007,205209.48247352795
13,2008,203504.5667435179
13,2009,201647.72063222353
13,2010,200055.72285704355
13,2011,195642.35124696136
13,2012,194686.42564223
13,2013,193890.1844414322
13,2014,193427.12390134565
13,2015,193746.12923940108
13,2016,195348.30416930825
13,2017,195143.79182193353
13,2018,195197.70651066682
13,2019,195022.75637464243
14,2005,370967.7375636999
14,2006,373478.8614775603
14,2007,377929.75063630904
14,2008,382253.88808920217
14,2009,386700.805365533
14,2010,391394.1318928074
14,2011,395034.0484460367
14,2012,397673.7208223144
14,2013,400353.9467764685
14,2014,403580.1126676401
14,2015,408169.1834326687
14,2016,412922.6435222871
14,2017,419467.4358135291
14,2018,425414.4543069566
14,2019,430441.72263402294
15,2005,368455.35913654085
15,2006,369548.4546146243
15,2007,370884.6947265831
15,2008,372941.3017502247
15,2009,376671.11131491646
15,2010,380746.71002880135
15,2011,385078.3649278685
15,2012,388523.11371295014
15,2013,392483.82704109384
15,2014,396412.3633972943
15,2015,400654.28533235076
15,2016,405423.9549269556
15,2017,409554.8436489683
15,2018,413011.6021489301
15,2019,415935.4012262823
16,2005,142082.23657476276
16,2006,141059.91962073022
16,2007,139944.69689928697
16,2008,138783.3353925655
16,2009,137518.60910815344
16,2010,136434.61228235596
16,2011,133428.45528907428
16,2012,132777.1933682896
16,2013,132234.7087587933
16,2014,131918.98459949894
16,2015,132135.98990931248
16,2016,133226.87647265376
16,2017,133087.30015447916
16,2018,133123.79160215778
16,2019,133004.29359543027
17,2005,519921.8777180579
17,2006,520034.42782710266
17,2007,519968.5224675168
17,2008,520238.12991439493
17,2009,520870.9550541373
17,2010,522669.50031727593
17,2011,523286.2741156189
17,2012,523386.0339730189
17,2013,523447.3453931855
17,2014,523004.4259004718
17,2015,522701.2071046314
17,2016,521972.247986554
17,2017,521810.1159568737
17,2018,521765.56243984826
17,2019,521543.93238630914
18,2005,351362.70792079205
18,2006,351963.70144570776
18,2007,352414.7546498019
18,2008,353261.4681597621
18,2009,354359.8142870507
18,2010,356320.4749504066
18,2011,357617.2255740332
18,2012,358439.4391617188
18,2013,359146.3930542213
18,2014,359519.18201247306
18,2015,360176.6473178596
18,2016,360618.87632164883
18,2017,361437.88327465585
18,2018,362414.48531169613
18,2019,363411.8589758432
19,2005,NA
19,2006,NA
19,2007,NA
19,2008,NA
19,2009,NA
19,2010,NA
19,2011,NA
19,2012,NA
19,2013,NA
19,2014,NA
19,2015,NA
19,2016,NA
19,2017,NA
19,2018,NA
19,2019,NA
20,2005,25558.29762764289
20,2006,25568.364491648153
20,2007,25638.449040103864
20,2008,25737.711515025632
20,2009,25818.182510470902
20,2010,25888.33097552347
20,2011,25937.706546596917
20,2012,25980.434791597047
20,2013,26071.324192330307
20,2014,26187.460648822802
20,2015,26405.320369216133
20,2016,26662.04138049964
20,2017,27089.99495476795
20,2018,27384.650466287167
20,2019,27632.103571026135
21,2005,164846.29280323742
21,2006,165222.1112845702
21,2007,165564.11962663868
21,2008,166114.47356021777
21,2009,166760.02181923634
21,2010,167920.31066514231
21,2011,168717.70401627876
21,2012,169279.70366449328
21,2013,169763.33892325757
21,2014,170163.95150671742
21,2015,170670.5025265386
21,2016,171083.73756199042
21,2017,171740.4807337876
21,2018,172426.15035806646
21,2019,173188.83196622494
22,2005,NA
22,2006,NA
22,2007,NA
22,2008,NA
22,2009,NA
22,2010,NA
22,2011,NA
22,2012,NA
22,2013,NA
22,2014,NA
22,2015,NA
22,2016,NA
22,2017,NA
22,2018,NA
22,2019,NA
23,2005,66915.73183070468
23,2006,65615.02499771002
23,2007,64821.38523110187
23,2008,64077.13839899242
23,2009,63502.312256697274
23,2010,62664.918394260654
23,2011,60884.30166424547
23,2012,59908.570609752875
23,2013,59275.679117193315
23,2014,58503.56089371492
23,2015,57857.865668351114
23,2016,57023.08709414394
23,2017,55918.85028815523
23,2018,54849.11981781325
23,2019,54305.38467339598
24,2005,90266.02582745212
24,2006,89387.55207921455
24,2007,88623.22474477344
24,2008,87939.27623375172
24,2009,86777.4539836675
24,2010,85080.19592919933
24,2011,83237.44527659194
24,2012,82041.85078275565
24,2013,81199.72236845078
24,2014,80302.39550407117
24,2015,79685.10606195487
24,2016,78996.54500614571
24,2017,78239.094866953
24,2018,77606.028613378
24,2019,77027.49852986567
25,2005,16260.813150240105
25,2006,16163.28536779579
25,2007,16070.185227008458
25,2008,16016.574863161768
25,2009,15984.265045664877
25,2010,15954.946877936218
25,2011,15911.508123301512
25,2012,15858.340523620518
25,2013,15797.992964495772
25,2014,15745.878425533198
25,2015,15734.522123012994
25,2016,15747.374250417313
25,2017,15743.67657130378
25,2018,15785.535734860861
25,2019,15853.58978378857
26,2005,224597.1107940553
26,2006,224855.44284001115
26,2007,225641.59116232707
26,2008,226742.74975837962
26,2009,227771.34003021626
26,2010,228805.93854138444
26,2011,229619.97286226694
26,2012,230287.78455321142
26,2013,231363.85515570323
26,2014,232755.13635857488
26,2015,234831.57974577128
26,2016,237191.17780929568
26,2017,240958.3213094518
26,2018,243827.2527202709
26,2019,246280.9841654645
27,2005,206544.37902890073
27,2006,204540.07386959463
27,2007,202793.8496468677
27,2008,201232.32070445403
27,2009,198577.10300935977
27,2010,194698.69875182575
27,2011,190492.9607857022
27,2012,187762.40205673224
27,2013,185838.115488953
27,2014,183788.65783171903
27,2015,182380.2079463896
27,2016,180810.5827665244
27,2017,179084.5783669721
27,2018,177644.2053641351
27,2019,176326.04277400923
28,2005,193349.08353183826
28,2006,192189.15074406858
28,2007,191081.93846230578
28,2008,190444.1634361072
28,2009,190059.16450740222
28,2010,189709.27748453073
28,2011,189191.43571814458
28,2012,188558.49667267333
28,2013,187840.5119130065
28,2014,187220.33797253534
28,2015,187084.8445526177
28,2016,187237.0302506147
28,2017,187192.45023953955
28,2018,187689.45659861318
28,2019,188497.85622621773
29,2005,918629.892445029
29,2006,926298.8392812153
29,2007,939008.9278311047
29,2008,953379.1077460985
29,2009,967965.3131148209
29,2010,985353.3566597692
29,2011,1001421.0879165124
29,2012,1018205.203663316
29,2013,1034486.8895616613
29,2014,1051244.1754540098
29,2015,1067597.385928567
29,2016,1083320.1026549598
29,2017,1101428.6513246603
29,2018,1120063.0186257416
29,2019,1137165.5511700474
30,2005,NA
30,2006,NA
30,2007,NA
30,2008,NA
30,2009,NA
30,2010,NA
30,2011,NA
30,2012,NA
30,2013,NA
30,2014,NA
30,2015,NA
30,2016,NA
30,2017,NA
30,2018,NA
30,2019,NA
31,2005,19914.580645659047
31,2006,19795.138593731226
31,2007,19681.119064406263
31,2008,19615.462574512196
31,2009,19575.892814977826
31,2010,19539.986922067008
31,2011,19486.78757869302
31,2012,19421.67334105924
31,2013,19347.76582352893
31,2014,19283.941266946644
31,2015,19270.033229243636
31,2016,19285.77320025842
31,2017,19281.24466111171
31,2018,19332.50948290846
31,2019,19415.855120861037
32,2005,962150.52850036
32,2006,970041.945081072
32,2007,979595.8635814983
32,2008,989680.3889951907
32,2009,1000746.738894523
32,2010,1010674.8835400678
32,2011,1019878.6331878536
32,2012,1030233.8076257318
32,2013,1041171.7135428069
32,2014,1052591.7260582293
32,2015,1063471.0369735355
32,2016,1073637.5693413129
32,2017,1084501.0232336882
32,2018,1094872.9872437532
32,2019,1103910.0580615646
33,2005,NA
33,2006,NA
33,2007,NA
33,2008,NA
33,2009,NA
33,2010,NA
33,2011,NA
33,2012,NA
33,2013,NA
33,2014,NA
33,2015,NA
33,2016,NA
33,2017,NA
33,2018,NA
33,2019,NA
34,2005,198051.91203590884
34,2006,196864.0523876087
34,2007,195730.1201098449
34,2008,195077.16167740506
34,2009,194683.63762213997
34,2010,194326.5509793994
34,2011,193797.47974954304
34,2012,193149.91405415683
34,2013,192414.8985687117
34,2014,191780.15884253418
34,2015,191641.84242459098
34,2016,191798.37754879644
34,2017,191753.3409069161
34,2018,192263.17318295952
34,2019,193092.05144306787
35,2005,559852.145479966
35,2006,564830.149135954
35,2007,573060.8978355322
35,2008,582274.976540194
35,2009,591597.9554692678
35,2010,602727.6913680133
35,2011,613038.4957197856
35,2012,623895.6287589737
35,2013,634322.9680253357
35,2014,644939.4430124662
35,2015,655264.2968303425
35,2016,665135.5021499082
35,2017,676322.9895520948
35,2018,687915.0968581374
35,2019,698578.192859562
36,2005,211714.1921811077
36,2006,212443.71456513958
36,2007,213205.94731379885
36,2008,214012.82081338472
36,2009,215006.0702293605
36,2010,215821.80264106859
36,2011,216700.1502796985
36,2012,217563.65395856774
36,2013,218199.77308990946
36,2014,218782.9869786157
36,2015,219227.4764726123
36,2016,219355.49427085283
36,2017,219617.67822439576
36,2018,219778.0450803878
36,2019,219617.45049291576
37,2005,126609.12214008856
37,2006,126637.06935105902
37,2007,126902.56468424055
37,2008,127261.46125139548
37,2009,127699.14726800207
37,2010,128203.65045542468
37,2011,128656.06674707796
37,2012,128886.9615058496
37,2013,129377.64253357207
37,2014,130166.88401467803
37,2015,131111.40971437818
37,2016,132142.4294666372
37,2017,133821.49668934572
37,2018,135060.45539017863
37,2019,136038.97021804407
38,2005,85319.72425473991
38,2006,85561.93702439971
38,2007,85848.52506326824
38,2008,86183.40642359962
38,2009,86496.9353248117
38,2010,86829.12260621518
38,2011,87130.05108468005
38,2012,87442.7045181288
38,2013,87741.5879415703
38,2014,87974.59299131508
38,2015,88131.85491733995
38,2016,88218.58199632149
38,2017,88286.78135671845
38,2018,88253.41275146922
38,2019,88175.60524019774
39,2005,5232.689979308252
39,2006,5231.991547795292
39,2007,5232.761876669881
39,2008,5219.697098956851
39,2009,5212.445736484054
39,2010,5213.246878513625
39,2011,5216.615783458495
39,2012,5219.871706835091
39,2013,5226.465722001572
39,2014,5243.864883515624
39,2015,5262.363047557421
39,2016,5270.1895889232455
39,2017,5304.494901471609
39,2018,5338.481811418476
39,2019,5347.633318448594
40,2005,55673.88201158866
40,2006,55838.01138997218
40,2007,56033.861846584834
40,2008,56267.87803320405
40,2009,56478.584667615316
40,2010,56711.59649291858
40,2011,56915.5236884471
40,2012,57133.888577892576
40,2013,57348.3615672387
40,2014,57516.55023927422
40,2015,57636.98990041337
40,2016,57713.781692696335
40,2017,57775.59176201618
40,2018,57766.05032951454
40,2019,57740.27172240483
41,2005,25537.89777974256
41,2006,25534.484567310974
41,2007,25538.104937374937
41,2008,25474.511897372042
41,2009,25439.22031165314
41,2010,25443.182777980786
41,2011,25459.636205448154
41,2012,25475.575656347868
41,2013,25507.680471477404
41,2014,25592.303726570513
41,2015,25682.18927181223
41,2016,25720.073926300596
41,2017,25886.632722010956
41,2018,26051.411396491258
41,2019,26095.419369395066
42,2005,68951.0813288452
42,2006,69027.60098201325
42,2007,69078.58969183409
42,2008,69163.36791318837
42,2009,69253.44582804442
42,2010,69399.23554611576
42,2011,69533.96350102883
42,2012,69689.93991324723
42,2013,69820.09515776836
42,2014,69925.36045250887
42,2015,69974.81947212908
42,2016,69951.43950673068
42,2017,69907.03274031258
42,2018,69734.56596894286
42,2019,69533.81783333723
